dataset,group,query_no,query,tsunami_ms,tsunami_answer,numpy_ms,numpy_answer,bruteforce_ms,bruteforce_answer,speedup_x,scan_pct,match
california,A_nearby,143,SELECT SUM(Population) FROM data WHERE place = 'Berkeley',36.065,307181.2997,153.2261,307181.2997,152.5746,307181.2997,4.23,5.45,PASS
california,A_nearby,144,SELECT SUM(Population) FROM data WHERE place = 'Berkeley' AND AveOccup <= 3.0,23.5439,143144.0347,153.1756,143144.0347,155.3869,143144.0347,6.6,2.74,PASS
california,A_nearby,145,SELECT SUM(Population) FROM data WHERE place = 'Berkeley' AND MedInc >= 5.0,39.2636,79119.0478,172.3844,79119.0478,162.8351,79119.0478,4.15,5.45,PASS
california,B_far,1,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles',89.6967,31873.0,147.9859,31873,139.8306,31873.0,1.56,9.39,PASS
california,B_far,2,SELECT COUNT(*) FROM data WHERE place = 'Irvine',72.7143,597.0,160.2575,597,149.5586,597.0,2.06,4.69,PASS
california,B_far,3,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista',72.3366,648.0,180.1692,648,159.9545,648.0,2.21,4.69,PASS
california,B_far,4,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 5.0,95.2191,6185.0,168.0686,6185,141.6722,6185.0,1.49,9.39,PASS
california,B_far,5,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0,80.7862,2673.0,152.2936,2673,140.8126,2673.0,1.74,9.39,PASS
california,B_far,6,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 9.0,101.2823,1303.0,166.1893,1303,149.3489,1303.0,1.47,9.39,PASS
california,B_far,7,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 5.0,75.7594,128.0,167.1612,128,171.9033,128.0,2.27,4.69,PASS
california,B_far,8,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 8.0,76.8003,42.0,175.7649,42,190.5934,42.0,2.48,4.69,PASS
california,B_far,9,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0,66.7691,85.0,213.6721,85,172.0078,85.0,2.58,4.69,PASS
california,B_far,10,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 9.0,95.5231,29.0,169.2753,29,184.3279,29.0,1.93,4.69,PASS
california,B_far,11,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 6.0,100.8843,4036.0,213.0388,4036,210.0937,4036.0,2.08,9.39,PASS
california,B_far,12,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0,93.4921,32.0,224.3613,32,157.9841,32.0,1.69,4.69,PASS
california,B_far,13,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 4.0 AND 7.0,98.6273,6963.0,166.6548,6963,157.6304,6963.0,1.6,9.39,PASS
california,B_far,14,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 7.0 AND 11.0,103.8141,2040.0,201.2298,2040,162.1,2040.0,1.56,9.39,PASS
california,B_far,15,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 5.0 AND 9.0,89.7455,96.0,166.8536,96,146.3846,96.0,1.63,4.69,PASS
california,B_far,16,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 12.0,71.2371,77.0,159.4825,77,138.3771,77.0,1.94,4.69,PASS
california,B_far,17,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc BETWEEN 5.0 AND 10.0,97.2787,5310.0,226.7885,5310,208.486,5310.0,2.14,9.39,PASS
california,B_far,18,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 3.0,180.9199,8743.0,215.8029,8743,229.97,8743.0,1.27,2.63,PASS
california,B_far,19,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,192.4852,4597.0,252.3392,4597,243.2066,4597.0,1.26,2.63,PASS
california,B_far,20,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 3.5,170.6392,114.0,212.4227,114,222.6622,114.0,1.3,1.16,PASS
california,B_far,21,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.0,159.5315,68.0,230.8056,68,206.0521,68.0,1.29,1.16,PASS
california,B_far,22,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.5,162.642,56.0,235.014,56,243.7489,56.0,1.5,1.16,PASS
california,B_far,23,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal BETWEEN 3.0 AND 5.0,196.2729,159.0,284.2932,159,272.0672,159.0,1.39,1.16,PASS
california,B_far,24,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal BETWEEN 2.5 AND 4.5,198.569,8618.0,274.4185,8618,167.7859,8618.0,0.84,5.03,PASS
california,B_far,25,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 10,19.501,5701.0,195.6708,5701,149.886,5701.0,7.69,2.34,PASS
california,B_far,26,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,44.4834,11849.0,158.0712,11849,155.7499,11849.0,3.5,4.69,PASS
california,B_far,27,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge BETWEEN 10 AND 30,76.6342,12404.0,168.0143,12404,153.1253,12404.0,2.0,7.02,PASS
california,B_far,28,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge >= 40,16.5683,150.0,171.9872,150,151.4147,150.0,9.14,1.18,PASS
california,B_far,29,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND HouseAge BETWEEN 20 AND 40,52.4456,248.0,156.0898,248,152.9895,248.0,2.92,3.52,PASS
california,B_far,30,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge <= 15,34.5927,139.0,172.593,139,159.4088,139.0,4.61,2.35,PASS
california,B_far,31,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms BETWEEN 5.0 AND 8.0,64.2273,0.0,160.3727,13162,154.312,13162.0,2.4,0.0,FAIL
california,B_far,32,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms <= 1.5,66.8131,0.0,157.302,3382,149.886,3382.0,2.24,0.0,FAIL
california,B_far,33,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveRooms >= 7.0,63.6333,0.0,170.3767,182,144.0221,182.0,2.26,0.0,FAIL
california,B_far,34,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND AveRooms BETWEEN 4.0 AND 7.0 AND AveBedrms BETWEEN 1.0 AND 1.8,67.4804,271.0,166.3887,271,155.5627,271.0,2.31,4.15,PASS
california,B_far,35,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms BETWEEN 1.0 AND 2.0,58.84,0.0,171.5706,9063,142.4319,9063.0,2.42,0.0,FAIL
california,B_far,36,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 2.5,85.9724,11378.0,180.2655,11378,161.193,11378.0,1.87,4.68,PASS
california,B_far,37,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,66.8191,15899.0,176.4048,15899,157.2889,15899.0,2.35,4.68,PASS
california,B_far,38,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 2.0,78.364,132.0,179.8084,132,151.1313,132.0,1.93,1.17,PASS
california,B_far,39,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND Population BETWEEN 200 AND 2000,93.2773,23981.0,193.1306,23981,170.7112,23981.0,1.83,9.39,PASS
california,B_far,40,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND Population BETWEEN 500 AND 3000,83.614,352.0,176.3478,352,158.0477,352.0,1.89,3.52,PASS
california,B_far,41,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0,87.1211,2673.0,174.1456,2673,162.3029,2673.0,1.86,2.63,PASS
california,B_far,42,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0,64.0158,1826.0,167.4664,1826,177.2639,1826.0,2.77,2.63,PASS
california,B_far,43,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0,68.9017,32.0,170.6298,32,156.3845,32.0,2.27,1.16,PASS
california,B_far,44,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 7.0 AND HouseAge <= 30,49.6293,42.0,172.9272,42,160.5377,42.0,3.23,3.52,PASS
california,B_far,45,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND AveRooms >= 5.0,53.5347,0.0,180.5629,1055,171.7716,1055.0,3.21,0.0,FAIL
california,B_far,46,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 6.0 AND 10.0 AND MedHouseVal BETWEEN 3.0 AND 5.0,66.222,67.0,162.2184,67,166.0643,67.0,2.51,1.16,PASS
california,B_far,47,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0 AND HouseAge <= 30,41.6796,1491.0,172.9375,1491,186.685,1491.0,4.48,1.98,PASS
california,B_far,48,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0 AND AveRooms >= 6.0,74.8875,0.0,173.6934,15,160.572,15.0,2.14,0.0,FAIL
california,B_far,49,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0 AND AveRooms BETWEEN 5.0 AND 8.0 AND AveBedrms BETWEEN 1.0 AND 1.8,54.4583,0.0,176.4363,32,159.274,32.0,2.92,0.0,FAIL
california,B_far,50,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND HouseAge <= 20 AND MedHouseVal >= 3.5,33.3808,670.0,175.3565,670,154.8907,670.0,4.64,1.32,PASS
california,B_far,51,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 3.0 AND Population BETWEEN 200 AND 2000 AND MedInc >= 5.0,68.9189,57.0,186.6134,57,172.3504,57.0,2.5,2.34,PASS
california,B_far,52,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0 AND HouseAge <= 20 AND AveRooms >= 5.0,34.3721,0.0,176.158,376,175.201,376.0,5.1,0.0,FAIL
california,B_far,53,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.5 AND HouseAge <= 30 AND AveOccup <= 2.5,48.7903,9.0,183.2028,9,159.8649,9.0,3.28,0.43,PASS
california,B_far,54,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 11.0 AND MedHouseVal BETWEEN 3.0 AND 5.0 AND HouseAge <= 25 AND AveRooms >= 5.0,27.238,0.0,163.4452,24,170.2241,24.0,6.25,0.0,FAIL
california,B_far,55,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles',96.3724,2.3143,186.0057,2.3143,173.0604,2.3143,1.8,9.39,PASS
california,B_far,56,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine',76.6251,2.2461,174.5718,2.2461,160.5706,2.2461,2.1,4.69,PASS
california,B_far,57,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista',82.2114,2.118,164.8936,2.118,171.8105,2.118,2.09,4.69,PASS
california,B_far,58,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0,100.9761,4.9592,172.0297,4.9592,161.9156,4.9592,1.6,9.39,PASS
california,B_far,59,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0,68.5562,5.0,198.4843,5.0,148.252,5.0,2.16,4.69,PASS
california,B_far,60,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,41.8989,2.3155,151.0653,2.3155,154.756,2.3155,3.69,4.69,PASS
california,B_far,61,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 10.0,74.5075,4.4807,171.3918,4.4807,151.099,4.4807,2.03,4.69,PASS
california,B_far,62,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles',85.7286,3.517,164.9849,3.517,163.3896,3.517,1.91,9.39,PASS
california,B_far,63,SELECT AVG(MedInc) FROM data WHERE place = 'Irvine',67.2414,3.5889,174.0351,3.5889,170.5348,3.5889,2.54,4.69,PASS
california,B_far,64,SELECT AVG(MedInc) FROM data WHERE place = 'Chula Vista',78.4691,3.5128,171.7833,3.5128,151.9947,3.5128,1.94,4.69,PASS
california,B_far,65,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,63.3088,8.1223,169.0826,8.1223,171.2026,8.1223,2.7,2.63,PASS
california,B_far,66,SELECT AVG(AveRooms) FROM data WHERE place = 'Los Angeles',87.2123,5.9273,182.7047,5.9273,152.0397,5.9273,1.74,9.39,PASS
california,B_far,67,SELECT AVG(AveRooms) FROM data WHERE place = 'Irvine' AND MedInc >= 8.0,78.6166,6.704,166.6542,6.704,154.5124,6.704,1.97,4.69,PASS
california,B_far,68,SELECT AVG(HouseAge) FROM data WHERE place = 'Los Angeles',91.4531,26.5255,173.96,26.5255,152.6015,26.5255,1.67,9.39,PASS
california,B_far,69,SELECT AVG(HouseAge) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0,79.1564,25.6533,152.8676,25.6533,166.005,25.6533,2.1,4.69,PASS
california,B_far,70,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles',95.7572,34260572.9613,195.8778,34260572.9613,169.0958,34260572.9613,1.77,9.39,PASS
california,B_far,71,SELECT SUM(Population) FROM data WHERE place = 'Irvine',78.931,640372.3236,188.5323,640372.3236,156.2639,640372.3236,1.98,4.69,PASS
california,B_far,72,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista',79.0003,722095.3612,163.5607,722095.3612,152.5846,722095.3612,1.93,4.69,PASS
california,B_far,73,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,81.9707,17040749.6946,177.7735,17040749.6946,176.7756,17040749.6946,2.16,4.68,PASS
california,B_far,74,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND MedInc >= 5.0,105.2428,6730581.974,158.7233,6730581.974,149.7868,6730581.974,1.42,9.39,PASS
california,B_far,75,SELECT SUM(Population) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 4.0,64.806,93306.1164,168.6717,93306.1164,152.093,93306.1164,2.35,1.16,PASS
california,B_far,76,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista' AND MedInc >= 5.0,77.9162,146248.2278,165.078,146248.2278,166.3473,146248.2278,2.13,4.69,PASS
